,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude
304,10927.0,06/14/2019 12:44:00 PM,Leone,88.0,64.0,75.0,42.0131,-87.6635
305,10954.0,06/14/2019 12:43:00 PM,Foster,6.0,29.0,13.2,41.9785,-87.6515
306,10950.0,06/14/2019 12:42:00 PM,Ohio Street,22.0,57.0,35.4,41.8935,-87.6152
307,10930.0,06/14/2019 12:45:00 PM,Rogers,67.0,32.0,46.3,42.0213,-87.6666
308,10948.0,06/14/2019 12:41:00 PM,Margaret T Burroughs (31st),144.0,164.0,153.7,41.8393,-87.6072
309,10925.0,06/14/2019 12:40:00 PM,South Shore,47.0,56.0,51.3,41.7689,-87.5636
310,10953.0,06/14/2019 12:43:00 PM,Montrose,117.0,144.0,129.8,41.9655,-87.6385
311,10951.0,06/14/2019 12:42:00 PM,Oak Street,22.0,10.0,14.8,41.9032,-87.6235
312,10893.0,06/14/2019 12:39:00 PM,Calumet,533.0,504.0,518.3,41.7142,-87.5299
313,10949.0,06/14/2019 12:41:00 PM,12th Street,28.0,23.0,25.4,41.8638,-87.6083
314,10947.0,06/14/2019 12:41:00 PM,Oakwood,5.0,2.0,3.2,41.8211,-87.5976
322,10899.0,06/15/2019 11:22:00 AM,Osterman,59.0,19.0,33.5,41.9877,-87.6545
323,10895.0,06/15/2019 11:19:00 AM,57th Street,192.0,47.0,95.0,41.7911,-87.5797
324,10938.0,06/15/2019 11:20:00 AM,Ohio Street,543.0,69.0,193.6,41.8935,-87.6152
325,10939.0,06/15/2019 11:21:00 AM,Oak Street,79.0,121.0,97.8,41.9032,-87.6235
326,10898.0,06/15/2019 11:22:00 AM,Foster,8.0,51.0,20.2,41.9785,-87.6515
327,10937.0,06/15/2019 11:20:00 AM,12th Street,9.0,34.0,17.5,41.8638,-87.6083
328,10932.0,06/15/2019 11:18:00 AM,Rainbow,64.0,36.0,48.0,41.758,-87.551
329,10897.0,06/15/2019 11:21:00 AM,North Avenue,28.0,61.0,41.3,41.9148,-87.6273
330,10934.0,06/15/2019 11:19:00 AM,63rd Street,53.0,259.0,117.2,41.7827,-87.5748
331,10943.0,06/15/2019 11:23:00 AM,Marion Mahony Griffin (Jarvis),2.0,7.0,3.7,42.0161,-87.6647
332,10942.0,06/15/2019 11:23:00 AM,Leone,105.0,30.0,56.1,42.0131,-87.6635
333,10936.0,06/15/2019 11:20:00 AM,Margaret T Burroughs (31st),315.0,13.0,64.0,41.8393,-87.6072
334,10944.0,06/15/2019 11:24:00 AM,Rogers,7.0,43.0,17.3,42.0213,-87.6666
335,10900.0,06/15/2019 11:24:00 AM,Howard,129.0,53.0,82.7,42.0188,-87.6663
336,10931.0,06/15/2019 11:18:00 AM,Calumet,24.0,118.0,53.2,41.7142,-87.5299
337,10933.0,06/15/2019 11:18:00 AM,South Shore,221.0,38.0,91.6,41.7689,-87.5636
338,10935.0,06/15/2019 11:19:00 AM,Oakwood,4.0,16.0,8.0,41.8211,-87.5976
339,10940.0,06/15/2019 11:21:00 AM,Montrose,15.0,67.0,31.7,41.9655,-87.6385
340,10896.0,06/15/2019 11:21:00 AM,Humboldt,2.0,5.0,3.2,41.90643,-87.703717
341,10941.0,06/15/2019 11:22:00 AM,Hartigan (Albion),76.0,41.0,55.8,42.0027,-87.6564
342,10966.0,06/16/2019 11:20:00 AM,Rainbow,74.0,12.0,29.8,41.758,-87.551
343,10970.0,06/16/2019 11:26:00 AM,Foster,22.0,2.0,6.6,41.9785,-87.6515
344,10958.0,06/16/2019 11:22:00 AM,Oakwood,2.0,17.0,5.8,41.8211,-87.5976
346,10973.0,06/16/2019 11:28:00 AM,Leone,8.0,2.0,4.0,42.0131,-87.6635
347,10961.0,06/16/2019 11:24:00 AM,Ohio Street,432.0,543.0,484.3,41.8935,-87.6152
348,10965.0,06/16/2019 11:20:00 AM,Calumet,393.0,372.0,382.4,41.7142,-87.5299
349,10972.0,06/16/2019 11:27:00 AM,Hartigan (Albion),22.0,2.0,6.6,42.0027,-87.6564
350,10967.0,06/16/2019 11:21:00 AM,63rd Street,3035.0,212.0,802.1,41.7827,-87.5748
351,10957.0,06/16/2019 11:22:00 AM,57th Street,380.0,79.0,173.3,41.7911,-87.5797
352,10964.0,06/16/2019 11:28:00 AM,Marion Mahony Griffin (Jarvis),27.0,18.0,22.0,42.0161,-87.6647
353,10956.0,06/16/2019 11:21:00 AM,South Shore,245.0,201.0,221.9,41.7689,-87.5636
355,10985.0,06/16/2019 11:28:00 AM,Howard,14.0,2.0,5.3,42.0188,-87.6663
356,10968.0,06/16/2019 11:25:00 AM,Oak Street,2.0,2.0,2.0,41.9032,-87.6235
357,10963.0,06/16/2019 11:26:00 AM,Montrose,5.0,25.0,11.2,41.9655,-87.6385
358,10962.0,06/16/2019 11:25:00 AM,Humboldt,2.0,2.0,2.0,41.90643,-87.703717
359,10971.0,06/16/2019 11:27:00 AM,Osterman,14.0,51.0,26.7,41.9877,-87.6545
360,10969.0,06/16/2019 11:26:00 AM,North Avenue,12.0,6.0,8.5,41.9148,-87.6273
361,10960.0,06/16/2019 11:24:00 AM,12th Street,2.0,4.0,2.8,41.8638,-87.6083
364,11006.0,06/17/2019 12:23:00 PM,Hartigan (Albion),17.0,32.0,23.3,42.0027,-87.6564
365,10995.0,06/17/2019 12:22:00 PM,Foster,4.0,4.0,4.0,41.9785,-87.6515
366,10996.0,06/17/2019 12:22:00 PM,Osterman,18.0,13.0,15.3,41.9877,-87.6545
367,10994.0,06/17/2019 12:22:00 PM,Montrose,41.0,118.0,69.6,41.9655,-87.6385
368,10974.0,06/17/2019 12:20:00 PM,Humboldt,12.0,11.0,11.5,41.90643,-87.703717
369,10903.0,06/17/2019 12:21:00 PM,North Avenue,3.0,10.0,5.5,41.9148,-87.6273
370,11025.0,06/17/2019 12:24:00 PM,Marion Mahony Griffin (Jarvis),61.0,21.0,35.8,42.0161,-87.6647
371,11005.0,06/17/2019 12:15:00 PM,Oakwood,4.0,10.0,6.3,41.8211,-87.5976
372,10975.0,06/17/2019 12:24:00 PM,Howard,310.0,38.0,108.5,42.0188,-87.6663
373,10904.0,06/17/2019 12:23:00 PM,Leone,14.0,44.0,24.8,42.0131,-87.6635
374,10993.0,06/17/2019 12:19:00 PM,Oak Street,12.0,38.0,21.4,41.9032,-87.6235
375,10902.0,06/17/2019 12:18:00 PM,12th Street,38.0,46.0,41.8,41.8638,-87.6083
376,10992.0,06/17/2019 12:19:00 PM,Ohio Street,329.0,155.0,225.8,41.8935,-87.6152
377,10986.0,06/17/2019 12:26:00 PM,Rogers,49.0,117.0,75.7,42.0213,-87.6666
378,10901.0,06/17/2019 12:12:00 PM,Rainbow,43.0,37.0,39.9,41.758,-87.551
379,10990.0,06/17/2019 12:14:00 PM,57th Street,85.0,91.0,87.9,41.7911,-87.5797
380,10987.0,06/17/2019 12:11:00 PM,Calumet,118.0,181.0,146.1,41.7142,-87.5299
381,10991.0,06/17/2019 12:15:00 PM,Margaret T Burroughs (31st),9.0,12.0,10.4,41.8393,-87.6072
382,10989.0,06/17/2019 12:13:00 PM,63rd Street,171.0,136.0,152.5,41.7827,-87.5748
383,10988.0,06/17/2019 12:12:00 PM,South Shore,142.0,80.0,106.6,41.7689,-87.5636
384,11007.0,06/18/2019 12:10:00 PM,South Shore,291.0,14.0,63.8,41.7689,-87.5636
385,11000.0,06/18/2019 12:11:00 PM,Margaret T Burroughs (31st),17.0,127.0,46.5,41.8393,-87.6072
386,11052.0,06/18/2019 12:16:00 PM,Rogers,525.0,420.0,469.6,42.0213,-87.6666
387,11009.0,06/18/2019 12:11:00 PM,Oakwood,275.0,8.0,46.9,41.8211,-87.5976
388,11003.0,06/18/2019 12:12:00 PM,Oak Street,101.0,26.0,51.2,41.9032,-87.6235
389,11046.0,06/18/2019 12:13:00 PM,Montrose,90.0,136.0,110.6,41.9655,-87.6385
390,10999.0,06/18/2019 12:11:00 PM,57th Street,10.0,3.0,5.5,41.7911,-87.5797
391,10997.0,06/18/2019 12:09:00 PM,Calumet,205.0,94.0,138.8,41.7142,-87.5299
392,11008.0,06/18/2019 12:10:00 PM,63rd Street,109.0,11.0,34.6,41.7827,-87.5748
393,11045.0,06/18/2019 12:13:00 PM,North Avenue,510.0,309.0,397.0,41.9148,-87.6273
394,11051.0,06/18/2019 12:15:00 PM,Marion Mahony Griffin (Jarvis),811.0,161.0,361.3,42.0161,-87.6647
395,11050.0,06/18/2019 12:15:00 PM,Leone,289.0,299.0,294.0,42.0131,-87.6635
396,11004.0,06/18/2019 12:13:00 PM,Humboldt,4.0,3.0,3.5,41.90643,-87.703717
397,11002.0,06/18/2019 12:12:00 PM,Ohio Street,409.0,344.0,375.1,41.8935,-87.6152
398,11049.0,06/18/2019 12:14:00 PM,Hartigan (Albion),121.0,57.0,83.0,42.0027,-87.6564
399,11001.0,06/18/2019 12:12:00 PM,12th Street,81.0,9.0,27.0,41.8638,-87.6083
400,11048.0,06/18/2019 12:14:00 PM,Osterman,73.0,14.0,32.0,41.9877,-87.6545
401,11010.0,06/18/2019 12:15:00 PM,Howard,613.0,585.0,598.8,42.0188,-87.6663
402,10998.0,06/18/2019 12:10:00 PM,Rainbow,97.0,981.0,308.5,41.758,-87.551
403,11047.0,06/18/2019 12:14:00 PM,Foster,127.0,82.0,102.0,41.9785,-87.6515
411,11055.0,06/19/2019 12:29:00 PM,South Shore,81.0,33.0,51.7,41.7689,-87.5636
412,11069.0,06/19/2019 12:35:00 PM,Marion Mahony Griffin (Jarvis),329.0,236.0,278.6,42.0161,-87.6647
413,11054.0,06/19/2019 12:29:00 PM,Rainbow,82.0,17.0,37.3,41.758,-87.551
414,11093.0,06/19/2019 12:32:00 PM,Ohio Street,143.0,224.0,179.0,41.8935,-87.6152
415,11073.0,06/19/2019 12:32:00 PM,Margaret T Burroughs (31st),3202.0,3633.0,3410.7,41.8393,-87.6072
416,11058.0,06/19/2019 12:30:00 PM,Oakwood,8.0,19.0,12.3,41.8211,-87.5976
417,11065.0,06/19/2019 12:34:00 PM,Foster,534.0,256.0,369.7,41.9785,-87.6515
418,11066.0,06/19/2019 12:35:00 PM,Osterman,53.0,526.0,167.0,41.9877,-87.6545
419,11056.0,06/19/2019 12:30:00 PM,63rd Street,1806.0,17.0,175.2,41.7827,-87.5748
420,11068.0,06/19/2019 12:35:00 PM,Leone,245.0,152.0,193.0,42.0131,-87.6635
421,11070.0,06/19/2019 12:36:00 PM,Howard,252.0,408.0,320.6,42.0188,-87.6663
422,11067.0,06/19/2019 12:35:00 PM,Hartigan (Albion),1164.0,232.0,519.7,42.0027,-87.6564
423,11063.0,06/19/2019 12:34:00 PM,Humboldt,1492.0,633.0,971.8,41.90643,-87.703717
424,11062.0,06/19/2019 12:33:00 PM,Oak Street,9.0,92.0,28.8,41.9032,-87.6235
426,11057.0,06/19/2019 12:30:00 PM,57th Street,2.0,33.0,8.1,41.7911,-87.5797
427,11053.0,06/19/2019 12:29:00 PM,Calumet,66.0,153.0,100.5,41.7142,-87.5299
428,11064.0,06/19/2019 12:34:00 PM,North Avenue,65.0,16.0,32.2,41.9148,-87.6273
429,11074.0,06/19/2019 12:34:00 PM,Montrose,23.0,11.0,15.9,41.9655,-87.6385
430,11061.0,06/19/2019 12:32:00 PM,12th Street,2.0,4.0,2.8,41.8638,-87.6083
431,11173.0,06/20/2019 12:15:00 PM,Leone,363.0,384.0,373.4,42.0131,-87.6635
432,11137.0,06/20/2019 12:10:00 PM,Margaret T Burroughs (31st),117.0,261.0,174.7,41.8393,-87.6072
433,11174.0,06/20/2019 12:15:00 PM,Marion Mahony Griffin (Jarvis),305.0,194.0,243.2,42.0161,-87.6647
437,11118.0,06/20/2019 12:13:00 PM,North Avenue,16.0,28.0,21.2,41.9148,-87.6273
438,11136.0,06/20/2019 12:10:00 PM,Oakwood,15.0,6.0,9.5,41.8211,-87.5976
439,11134.0,06/20/2019 12:09:00 PM,South Shore,549.0,574.0,561.4,41.7689,-87.5636
440,11175.0,06/20/2019 12:16:00 PM,Howard,217.0,316.0,261.9,42.0188,-87.6663
441,11138.0,06/20/2019 12:11:00 PM,12th Street,22.0,30.0,25.7,41.8638,-87.6083
442,11115.0,06/20/2019 12:11:00 PM,Ohio Street,164.0,99.0,127.4,41.8935,-87.6152
443,11133.0,06/20/2019 12:08:00 PM,Rainbow,106.0,123.0,114.2,41.758,-87.551
444,11113.0,06/20/2019 12:07:00 PM,Calumet,2385.0,2653.0,2515.4,41.7142,-87.5299
445,11116.0,06/20/2019 12:12:00 PM,Oak Street,19.0,15.0,16.9,41.9032,-87.6235
446,11139.0,06/20/2019 12:13:00 PM,Montrose,346.0,155.0,231.6,41.9655,-87.6385
447,11140.0,06/20/2019 12:14:00 PM,Foster,167.0,291.0,220.4,41.9785,-87.6515
448,11119.0,06/20/2019 12:15:00 PM,Hartigan (Albion),160.0,317.0,225.2,42.0027,-87.6564
450,11117.0,06/20/2019 12:12:00 PM,Humboldt,28.0,15.0,20.5,41.90643,-87.703717
451,11135.0,06/20/2019 12:09:00 PM,63rd Street,231.0,192.0,210.6,41.7827,-87.5748
452,11114.0,06/20/2019 12:10:00 PM,57th Street,178.0,39.0,83.3,41.7911,-87.5797
457,11193.0,06/21/2019 12:10:00 PM,Calumet,36.0,104.0,61.2,41.7142,-87.5299
458,11194.0,06/21/2019 12:11:00 PM,South Shore,30.0,15.0,21.2,41.7689,-87.5636
459,11221.0,06/21/2019 12:17:00 PM,Foster,160.0,122.0,139.7,41.9785,-87.6515
460,11218.0,06/21/2019 12:14:00 PM,12th Street,7.0,75.0,22.9,41.8638,-87.6083
461,11200.0,06/21/2019 12:19:00 PM,Leone,103.0,86.0,94.1,42.0131,-87.6635
462,11220.0,06/21/2019 12:16:00 PM,Humboldt,3.0,5.0,3.9,41.90643,-87.703717
463,11219.0,06/21/2019 12:15:00 PM,Ohio Street,56.0,879.0,221.9,41.8935,-87.6152
464,11216.0,06/21/2019 12:12:00 PM,Oakwood,33.0,2.0,8.1,41.8211,-87.5976
466,11199.0,06/21/2019 12:18:00 PM,Hartigan (Albion),47.0,53.0,49.9,42.0027,-87.6564
467,11215.0,06/21/2019 12:12:00 PM,57th Street,32.0,51.0,40.4,41.7911,-87.5797
468,11197.0,06/21/2019 12:17:00 PM,Montrose,32.0,35.0,33.5,41.9655,-87.6385
469,11198.0,06/21/2019 12:18:00 PM,Osterman,100.0,61.0,78.1,41.9877,-87.6545
470,11195.0,06/21/2019 12:15:00 PM,Oak Street,35.0,50.0,41.8,41.9032,-87.6235
472,11214.0,06/21/2019 12:11:00 PM,63rd Street,24.0,11.0,16.2,41.7827,-87.5748
474,11202.0,06/21/2019 12:20:00 PM,Howard,46.0,43.0,44.5,42.0188,-87.6663
475,11217.0,06/21/2019 12:13:00 PM,Margaret T Burroughs (31st),49.0,10.0,22.1,41.8393,-87.6072
476,11213.0,06/21/2019 12:10:00 PM,Rainbow,36.0,53.0,43.7,41.758,-87.551
477,11201.0,06/21/2019 12:20:00 PM,Marion Mahony Griffin (Jarvis),68.0,2.0,11.7,42.0161,-87.6647
478,11260.0,06/22/2019 11:38:00 AM,Marion Mahony Griffin (Jarvis),35.0,100.0,59.2,42.0161,-87.6647
479,11261.0,06/22/2019 11:39:00 AM,Howard,88.0,34.0,54.7,42.0188,-87.6663
480,11235.0,06/22/2019 11:33:00 AM,57th Street,277.0,149.0,203.2,41.7911,-87.5797
484,11256.0,06/22/2019 11:34:00 AM,Ohio Street,386.0,442.0,413.1,41.8935,-87.6152
485,11241.0,06/22/2019 11:36:00 AM,Foster,3.0,10.0,5.5,41.9785,-87.6515
486,11234.0,06/22/2019 11:32:00 AM,63rd Street,911.0,346.0,561.4,41.7827,-87.5748
487,11255.0,06/22/2019 11:33:00 AM,Oakwood,39.0,23.0,29.9,41.8211,-87.5976
488,11238.0,06/22/2019 11:34:00 AM,Oak Street,222.0,3.0,25.8,41.9032,-87.6235
489,11258.0,06/22/2019 11:37:00 AM,Osterman,28.0,325.0,95.4,41.9877,-87.6545
490,11253.0,06/22/2019 11:32:00 AM,Rainbow,1763.0,19.0,183.0,41.758,-87.551
491,11236.0,06/22/2019 11:33:00 AM,Margaret T Burroughs (31st),161.0,200.0,179.4,41.8393,-87.6072
492,11239.0,06/22/2019 11:35:00 AM,Humboldt,144.0,5.0,26.8,41.90643,-87.703717
493,11240.0,06/22/2019 11:35:00 AM,North Avenue,159.0,510.0,284.8,41.9148,-87.6273
494,11254.0,06/22/2019 11:32:00 AM,South Shore,468.0,192.0,299.8,41.7689,-87.5636
495,11237.0,06/22/2019 11:34:00 AM,12th Street,20.0,3.0,7.7,41.8638,-87.6083
496,11233.0,06/22/2019 11:31:00 AM,Calumet,13847.0,309.0,2068.5,41.7142,-87.5299
497,11259.0,06/22/2019 11:38:00 AM,Leone,70.0,102.0,84.5,42.0131,-87.6635
498,11242.0,06/22/2019 11:37:00 AM,Hartigan (Albion),289.0,99.0,169.1,42.0027,-87.6564
499,11257.0,06/22/2019 11:36:00 AM,Montrose,159.0,510.0,284.8,41.9655,-87.6385
504,11278.0,06/23/2019 11:36:00 AM,Montrose,16.0,73.0,34.2,41.9655,-87.6385
505,11296.0,06/23/2019 11:34:00 AM,Oakwood,96.0,9.0,29.4,41.8211,-87.5976
506,11298.0,06/23/2019 11:36:00 AM,Humboldt,162.0,7.0,33.7,41.90643,-87.703717
507,11301.0,06/23/2019 11:37:00 AM,Leone,103.0,155.0,126.4,42.0131,-87.6635
508,11295.0,06/23/2019 11:34:00 AM,57th Street,39.0,35.0,36.9,41.7911,-87.5797
509,11300.0,06/23/2019 11:37:00 AM,Foster,56.0,12.0,25.9,41.9785,-87.6515
510,11299.0,06/23/2019 11:36:00 AM,North Avenue,16.0,78.0,35.3,41.9148,-87.6273
512,11276.0,06/23/2019 11:35:00 AM,12th Street,57.0,3.0,13.1,41.8638,-87.6083
513,11274.0,06/23/2019 11:33:00 AM,63rd Street,68.0,55.0,61.2,41.7827,-87.5748
514,11302.0,06/23/2019 11:38:00 AM,Marion Mahony Griffin (Jarvis),29.0,15.0,20.9,42.0161,-87.6647
515,11275.0,06/23/2019 11:34:00 AM,Margaret T Burroughs (31st),87.0,29.0,50.2,41.8393,-87.6072
516,11297.0,06/23/2019 11:35:00 AM,Oak Street,85.0,92.0,88.4,41.9032,-87.6235
517,11294.0,06/23/2019 11:33:00 AM,South Shore,33.0,39.0,35.9,41.7689,-87.5636
518,11303.0,06/23/2019 11:38:00 AM,Howard,68.0,13.0,29.7,42.0188,-87.6663
519,11293.0,06/23/2019 11:32:00 AM,Rainbow,9.0,13.0,10.8,41.758,-87.551
520,11280.0,06/23/2019 11:37:00 AM,Hartigan (Albion),84.0,340.0,169.0,42.0027,-87.6564
521,11277.0,06/23/2019 11:35:00 AM,Ohio Street,80.0,176.0,118.7,41.8935,-87.6152
522,11273.0,06/23/2019 11:31:00 AM,Calumet,27.0,70.0,43.5,41.7142,-87.5299
523,11279.0,06/23/2019 11:37:00 AM,Osterman,16.0,4.0,8.0,41.9877,-87.6545
524,11245.0,06/24/2019 12:09:00 PM,North Avenue,3.0,2.0,2.4,41.9148,-87.6273
525,11336.0,06/24/2019 12:10:00 PM,Hartigan (Albion),131.0,18.0,48.6,42.0027,-87.6564
526,11354.0,06/24/2019 12:07:00 PM,12th Street,141.0,770.0,329.5,41.8638,-87.6083
530,11337.0,06/24/2019 12:11:00 PM,Marion Mahony Griffin (Jarvis),34.0,30.0,31.9,42.0161,-87.6647
531,11355.0,06/24/2019 12:08:00 PM,Ohio Street,41.0,2134.0,295.8,41.8935,-87.6152
532,11318.0,06/24/2019 12:10:00 PM,Osterman,206.0,85.0,132.3,41.9877,-87.6545
533,11317.0,06/24/2019 12:09:00 PM,Montrose,7.0,2.0,3.7,41.9655,-87.6385
534,11335.0,06/24/2019 12:08:00 PM,Humboldt,54.0,2.0,10.4,41.90643,-87.703717
535,11353.0,06/24/2019 12:07:00 PM,Margaret T Burroughs (31st),5.0,25.0,11.2,41.8393,-87.6072
536,11334.0,06/24/2019 12:07:00 PM,Oakwood,26.0,2.0,7.2,41.8211,-87.5976
537,11246.0,06/24/2019 12:09:00 PM,Foster,7.0,2.0,3.7,41.9785,-87.6515
538,11316.0,06/24/2019 12:06:00 PM,57th Street,83.0,100.0,91.1,41.7911,-87.5797
539,11313.0,06/24/2019 12:05:00 PM,Calumet,28.0,85.0,48.8,41.7142,-87.5299
540,11333.0,06/24/2019 12:06:00 PM,South Shore,260.0,52.0,116.3,41.7689,-87.5636
541,11315.0,06/24/2019 12:06:00 PM,63rd Street,2.0,249.0,22.3,41.7827,-87.5748
542,11314.0,06/24/2019 12:05:00 PM,Rainbow,2.0,2.0,2.0,41.758,-87.551
543,11319.0,06/24/2019 12:10:00 PM,Leone,27.0,4049.0,330.6,42.0131,-87.6635
545,11320.0,06/24/2019 12:11:00 PM,Howard,45.0,29.0,36.1,42.0188,-87.6663
546,11244.0,06/24/2019 12:08:00 PM,Oak Street,305.0,52.0,125.9,41.9032,-87.6235
551,11401.0,06/25/2019 11:53:00 AM,Leone,2.0,4.0,2.8,42.0131,-87.6635
552,11377.0,06/25/2019 11:51:00 AM,Humboldt,80.0,16.0,35.8,41.90643,-87.703717
553,11400.0,06/25/2019 11:52:00 AM,Foster,77.0,24.0,43.0,41.9785,-87.6515
554,11394.0,06/25/2019 11:49:00 AM,57th Street,6.0,6.0,6.0,41.7911,-87.5797
555,11393.0,06/25/2019 11:48:00 AM,Rainbow,338.0,34.0,107.2,41.758,-87.551
556,11380.0,06/25/2019 11:53:00 AM,Hartigan (Albion),2.0,2.0,2.0,42.0027,-87.6564
558,11399.0,06/25/2019 11:52:00 AM,Montrose,348.0,478.0,407.9,41.9655,-87.6385
559,11397.0,06/25/2019 11:50:00 AM,Ohio Street,18.0,45.0,28.5,41.8935,-87.6152
560,11374.0,06/25/2019 11:48:00 AM,South Shore,2593.0,170.0,663.9,41.7689,-87.5636
561,11381.0,06/25/2019 11:53:00 AM,Marion Mahony Griffin (Jarvis),5.0,11.0,7.4,42.0161,-87.6647
562,11396.0,06/25/2019 11:50:00 AM,12th Street,2.0,79.0,12.6,41.8638,-87.6083
563,11373.0,06/25/2019 11:48:00 AM,Calumet,25.0,575.0,119.9,41.7142,-87.5299
564,11379.0,06/25/2019 11:52:00 AM,Osterman,35.0,53.0,43.1,41.9877,-87.6545
565,11375.0,06/25/2019 11:49:00 AM,63rd Street,313.0,881.0,525.1,41.7827,-87.5748
566,11402.0,06/25/2019 11:54:00 AM,Howard,12.0,13.0,12.5,42.0188,-87.6663
567,11376.0,06/25/2019 11:49:00 AM,Oakwood,4.0,5.0,4.5,41.8211,-87.5976
568,11398.0,06/25/2019 11:51:00 AM,Oak Street,17.0,5.0,9.2,41.9032,-87.6235
569,11378.0,06/25/2019 11:51:00 AM,North Avenue,2.0,2.0,2.0,41.9148,-87.6273
570,11395.0,06/25/2019 11:50:00 AM,Margaret T Burroughs (31st),2.0,78.0,12.5,41.8393,-87.6072
574,11437.0,06/26/2019 12:08:00 PM,North Avenue,94.0,48.0,67.2,41.9148,-87.6273
575,11419.0,06/26/2019 12:09:00 PM,Leone,3.0,6.0,4.2,42.0131,-87.6635
576,11416.0,06/26/2019 12:07:00 PM,Oak Street,24.0,23.0,23.5,41.9032,-87.6235
577,11453.0,06/26/2019 12:06:00 PM,Oakwood,73.0,33.0,49.1,41.8211,-87.5976
578,11436.0,06/26/2019 12:08:00 PM,Humboldt,81.0,68.0,74.2,41.90643,-87.703717
579,11439.0,06/26/2019 12:09:00 PM,Hartigan (Albion),8.0,5.0,6.3,42.0027,-87.6564
580,11440.0,06/26/2019 12:09:00 PM,Marion Mahony Griffin (Jarvis),56.0,7.0,19.8,42.0161,-87.6647
581,11414.0,06/26/2019 12:05:00 PM,Rainbow,649.0,304.0,444.2,41.758,-87.551
582,11441.0,06/26/2019 12:10:00 PM,Howard,6.0,25.0,12.2,42.0188,-87.6663
583,11435.0,06/26/2019 12:07:00 PM,Margaret T Burroughs (31st),32.0,9.0,17.0,41.8393,-87.6072
584,11415.0,06/26/2019 12:06:00 PM,63rd Street,110.0,60.0,81.2,41.7827,-87.5748
585,11455.0,06/26/2019 12:07:00 PM,Ohio Street,57.0,33.0,43.4,41.8935,-87.6152
586,11433.0,06/26/2019 12:05:00 PM,South Shore,28.0,42.0,34.3,41.7689,-87.5636
587,11417.0,06/26/2019 12:09:00 PM,Foster,270.0,127.0,185.2,41.9785,-87.6515
589,11454.0,06/26/2019 12:07:00 PM,12th Street,1.0,2.0,1.4,41.8638,-87.6083
592,11413.0,06/26/2019 12:05:00 PM,Calumet,50.0,57.0,53.4,41.7142,-87.5299
593,11434.0,06/26/2019 12:06:00 PM,57th Street,36.0,7.0,15.9,41.7911,-87.5797
594,11418.0,06/26/2019 12:09:00 PM,Osterman,3.0,3.0,3.0,41.9877,-87.6545
595,11497.0,06/27/2019 12:06:00 PM,12th Street,71.0,43.0,55.3,41.8638,-87.6083
596,11503.0,06/27/2019 12:09:00 PM,Hartigan (Albion),177.0,98.0,131.7,42.0027,-87.6564
597,11498.0,06/27/2019 12:06:00 PM,Ohio Street,12.0,845.0,100.7,41.8935,-87.6152
598,11504.0,06/27/2019 12:10:00 PM,Leone,140.0,28.0,62.6,42.0131,-87.6635
599,11505.0,06/27/2019 12:10:00 PM,Marion Mahony Griffin (Jarvis),7.0,7.0,7.0,42.0161,-87.6647
600,11493.0,06/27/2019 12:03:00 PM,Rainbow,153.0,138.0,145.3,41.758,-87.551
601,11499.0,06/27/2019 12:07:00 PM,Oak Street,66.0,53.0,59.1,41.9032,-87.6235
602,11500.0,06/27/2019 12:07:00 PM,North Avenue,67.0,18.0,34.7,41.9148,-87.6273
603,11513.0,06/27/2019 12:04:00 PM,63rd Street,252.0,102.0,160.3,41.7827,-87.5748
604,11473.0,06/27/2019 12:02:00 PM,Calumet,317.0,353.0,334.5,41.7142,-87.5299
605,11507.0,06/27/2019 12:12:00 PM,Osterman,33.0,6.0,14.1,41.9877,-87.6545
606,11501.0,06/27/2019 12:08:00 PM,Montrose,27.0,353.0,97.6,41.9655,-87.6385
607,11496.0,06/27/2019 12:05:00 PM,Margaret T Burroughs (31st),29.0,224.0,80.6,41.8393,-87.6072
608,11502.0,06/27/2019 12:08:00 PM,Foster,50.0,12.0,24.5,41.9785,-87.6515
609,11495.0,06/27/2019 12:05:00 PM,Oakwood,25.0,33.0,28.7,41.8211,-87.5976
610,11474.0,06/27/2019 12:04:00 PM,57th Street,48.0,20.0,31.0,41.7911,-87.5797
611,11514.0,06/27/2019 12:07:00 PM,Humboldt,3.0,14.0,6.5,41.90643,-87.703717
612,11494.0,06/27/2019 12:03:00 PM,South Shore,11.0,1149.0,112.4,41.7689,-87.5636
613,11506.0,06/27/2019 12:10:00 PM,Howard,169.0,80.0,116.3,42.0188,-87.6663
615,11557.0,06/28/2019 12:05:00 PM,Oak Street,99.0,22.0,46.7,41.9032,-87.6235
616,11555.0,06/28/2019 12:03:00 PM,57th Street,417.0,133.0,235.5,41.7911,-87.5797
617,11533.0,06/28/2019 12:01:00 PM,Calumet,1009.0,596.0,775.5,41.7142,-87.5299
618,11559.0,06/28/2019 12:07:00 PM,Foster,306.0,289.0,297.4,41.9785,-87.6515
619,11542.0,06/28/2019 12:09:00 PM,Marion Mahony Griffin (Jarvis),44.0,148.0,80.7,42.0161,-87.6647
620,11540.0,06/28/2019 12:08:00 PM,Osterman,569.0,52.0,172.0,41.9877,-87.6545
621,11541.0,06/28/2019 12:08:00 PM,Hartigan (Albion),228.0,281.0,253.1,42.0027,-87.6564
