,Culture Test ID,Culture Sample 1 Timestamp,Beach,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Latitude,Longitude,Sample Date,Sample Time
5257,112218.0,2012-05-26 00:00:00,Calumet,866.4,727.2,793.8,41.7142,-87.5299,2012-05-26,00:00:00
5258,96748.0,2011-07-24 00:00:00,South Shore,83.9,83.6,83.7,41.7689,-87.5636,2011-07-24,00:00:00
5259,112025.0,2011-09-02 00:00:00,63rd Street,35.0,16.0,23.7,41.7827,-87.5748,2011-09-02,00:00:00
5260,104268.0,2006-06-28 00:00:00,12th Street,1.0,4.1,2.0,41.8638,-87.6083,2006-06-28,00:00:00
5261,101699.0,2007-08-29 00:00:00,12th Street,52.8,49.5,51.1,41.8638,-87.6083,2007-08-29,00:00:00
5262,93567.0,2015-07-16 00:00:00,Rogers,88.0,75.0,81.2,42.0213,-87.6666,2015-07-16,00:00:00
5263,97447.0,2011-08-29 00:00:00,Rainbow,52.0,70.0,60.3,41.758,-87.551,2011-08-29,00:00:00
5265,94436.0,2014-08-05 00:00:00,Foster,77.0,37.0,53.4,41.9785,-87.6515,2014-08-05,00:00:00
5267,113781.0,2016-08-11 10:00:00,Humboldt,13.0,9.0,10.8,41.90643,-87.703717,2016-08-11,10:00:00
5269,91989.0,2009-08-21 00:00:00,Juneway,1.0,2.0,1.4,42.0224,-87.6674,2009-08-21,00:00:00
5270,101971.0,2008-07-01 00:00:00,57th Street,2.0,1.0,1.4,41.7911,-87.5797,2008-07-01,00:00:00
5272,101399.0,2007-08-26 00:00:00,Foster,167.0,218.7,191.1,41.9785,-87.6515,2007-08-26,00:00:00
5273,97917.0,2006-07-07 00:00:00,North Shore,1203.3,1413.6,1304.2,42.0027,-87.6564,2006-07-07,00:00:00
5274,102836.0,2006-07-24 00:00:00,Lane,12.0,24.3,17.1,41.9877,-87.6545,2006-07-24,00:00:00
5275,89868.0,2010-08-23 00:00:00,Rogers,33.6,31.8,32.7,42.0213,-87.6666,2010-08-23,00:00:00
5278,113850.0,2016-08-16 11:15:00,North Avenue,80.0,61.0,69.9,41.9148,-87.6273,2016-08-16,11:15:00
5280,100225.0,2008-07-25 00:00:00,North Avenue,44.8,9.8,21.0,41.9148,-87.6273,2008-07-25,00:00:00
5281,96186.0,2011-08-08 00:00:00,Montrose Dog,53.8,131.4,84.1,41.96869,-87.642617,2011-08-08,00:00:00
5282,95670.0,2015-06-11 00:00:00,Montrose Dog,517.0,99.0,226.2,41.96869,-87.642617,2015-06-11,00:00:00
5283,111088.0,2013-06-13 00:00:00,Osterman,130.0,225.0,171.0,41.9877,-87.6545,2013-06-13,00:00:00
5284,99817.0,2008-08-28 00:00:00,Rainbow,16.0,9.8,12.5,41.758,-87.551,2008-08-28,00:00:00
5285,112915.0,2016-06-15 07:05:00,Oak Street,17.0,33.0,23.7,41.9032,-87.6235,2016-06-15,07:05:00
5286,107893.0,2013-08-07 00:00:00,Oakwood,242.0,51.0,111.1,41.8211,-87.5976,2013-08-07,00:00:00
5287,95368.0,2015-08-24 00:00:00,57th Street,25.0,26.0,25.5,41.7911,-87.5797,2015-08-24,00:00:00
5288,87375.0,2015-06-24 00:00:00,Juneway,3.0,5.0,3.9,42.0224,-87.6674,2015-06-24,00:00:00
5289,114037.0,2016-08-29 09:35:00,Leone,73.0,57.0,64.5,42.0131,-87.6635,2016-08-29,09:35:00
5290,113200.0,2016-07-05 08:21:00,Howard,7.0,10.0,8.4,42.0188,-87.6663,2016-07-05,08:21:00
5291,94223.0,2009-08-07 00:00:00,Rainbow,1299.7,93.2,348.0,41.758,-87.551,2009-08-07,00:00:00
5293,102928.0,2006-08-22 00:00:00,Loyola,18.3,42.2,27.8,42.0131,-87.6635,2006-08-22,00:00:00
5294,96790.0,2011-07-26 00:00:00,Calumet,88.4,48.8,65.7,41.7142,-87.5299,2011-07-26,00:00:00
5297,88545.0,2010-07-30 00:00:00,63rd Street,30.1,34.5,32.2,41.7827,-87.5748,2010-07-30,00:00:00
5298,103460.0,2006-08-30 00:00:00,Rainbow,83.6,72.3,77.7,41.758,-87.551,2006-08-30,00:00:00
5300,104657.0,2006-06-29 00:00:00,Montrose,3.1,1.0,1.8,41.9655,-87.6385,2006-06-29,00:00:00
5301,105392.0,2013-09-11 00:00:00,Montrose,125.0,58.0,85.1,41.9655,-87.6385,2013-09-11,00:00:00
5302,102282.0,2009-06-20 00:00:00,12th Street,6.3,6.3,6.3,41.8638,-87.6083,2009-06-20,00:00:00
5303,94505.0,2015-08-03 00:00:00,Oak Street,8.0,14.0,10.6,41.9032,-87.6235,2015-08-03,00:00:00
5305,103656.0,2006-06-05 00:00:00,57th Street,1.0,1.0,1.0,41.7911,-87.5797,2006-06-05,00:00:00
5306,88941.0,2010-07-10 00:00:00,Osterman,4.1,1.0,2.0,41.9877,-87.6545,2010-07-10,00:00:00
5307,98773.0,2007-06-18 00:00:00,North Shore,13.4,16.1,14.7,42.0027,-87.6564,2007-06-18,00:00:00
5308,109761.0,2011-08-18 00:00:00,12th Street,13.5,5.2,8.4,41.8638,-87.6083,2011-08-18,00:00:00
5309,108899.0,2015-06-17 00:00:00,Oakwood,1414.0,1733.0,1565.4,41.8211,-87.5976,2015-06-17,00:00:00
5310,98343.0,2006-08-17 00:00:00,Ohio Street,31.7,44.1,37.4,41.8935,-87.6152,2006-08-17,00:00:00
5311,95675.0,2015-06-11 00:00:00,Leone,12.0,12.0,12.0,42.0131,-87.6635,2015-06-11,00:00:00
5312,103668.0,2006-06-05 00:00:00,North Shore,1.0,1.0,1.0,42.0027,-87.6564,2006-06-05,00:00:00
5313,88965.0,2009-08-11 00:00:00,Calumet,35.5,27.5,31.2,41.7142,-87.5299,2009-08-11,00:00:00
5314,113891.0,2016-08-18 08:30:00,Ohio Street,727.0,236.0,414.2,41.8935,-87.6152,2016-08-18,08:30:00
5315,110853.0,2012-05-29 00:00:00,Howard,1.0,1.0,1.0,42.0188,-87.6663,2012-05-29,00:00:00
5316,109400.0,2013-08-20 00:00:00,Osterman,86.0,113.0,98.6,41.9877,-87.6545,2013-08-20,00:00:00
5317,88685.0,2010-08-06 00:00:00,63rd Street,55.4,55.4,55.4,41.7827,-87.5748,2010-08-06,00:00:00
5318,102723.0,2006-05-25 00:00:00,Juneway,3.0,5.2,3.9,42.0224,-87.6674,2006-05-25,00:00:00
5320,110037.0,2012-07-11 00:00:00,Foster,27.9,30.9,29.4,41.9785,-87.6515,2012-07-11,00:00:00
5321,100246.0,2008-07-26 00:00:00,Ohio Street,10.9,25.6,16.7,41.8935,-87.6152,2008-07-26,00:00:00
5323,113926.0,2016-08-19 08:57:00,Juneway,25.0,5.0,11.2,42.0224,-87.6674,2016-08-19,08:57:00
5324,112411.0,2013-07-15 00:00:00,Montrose Dog,93.0,54.0,70.9,41.96869,-87.642617,2013-07-15,00:00:00
5325,108418.0,2014-06-11 00:00:00,North Avenue,6.0,12.0,8.5,41.9148,-87.6273,2014-06-11,00:00:00
5326,104456.0,2007-05-31 00:00:00,Lane,98.5,110.6,104.4,41.9877,-87.6545,2007-05-31,00:00:00
5327,102701.0,2006-05-25 00:00:00,Rainbow,37.9,38.9,38.4,41.758,-87.551,2006-05-25,00:00:00
5328,102012.0,2008-07-03 00:00:00,Rainbow,920.8,613.1,751.4,41.758,-87.551,2008-07-03,00:00:00
5329,102982.0,2006-08-25 00:00:00,South Shore,365.0,378.4,371.6,41.7689,-87.5636,2006-08-25,00:00:00
5330,102680.0,2006-05-24 00:00:00,57th Street,4.1,6.3,5.1,41.7911,-87.5797,2006-05-24,00:00:00
5331,95386.0,2015-08-25 00:00:00,Rainbow,222.0,727.0,401.7,41.758,-87.551,2015-08-25,00:00:00
5332,104874.0,2006-08-07 00:00:00,Loyola,17.1,22.1,19.4,42.0131,-87.6635,2006-08-07,00:00:00
5333,96767.0,2011-07-24 00:00:00,Juneway,11.0,5.2,7.6,42.0224,-87.6674,2011-07-24,00:00:00
5334,113758.0,2016-08-09 08:35:00,Oak Street,72.0,74.0,73.0,41.9032,-87.6235,2016-08-09,08:35:00
5335,111041.0,2014-06-23 00:00:00,Oakwood,4.0,3.0,3.5,41.8211,-87.5976,2014-06-23,00:00:00
5336,90521.0,2011-06-03 00:00:00,Ohio Street,1119.9,488.4,739.6,41.8935,-87.6152,2011-06-03,00:00:00
5337,101979.0,2008-07-01 00:00:00,Osterman,4.1,3.1,3.6,41.9877,-87.6545,2008-07-01,00:00:00
5339,95618.0,2015-06-09 00:00:00,57th Street,29.0,17.0,22.2,41.7911,-87.5797,2015-06-09,00:00:00
5340,100035.0,2008-07-11 00:00:00,North Avenue,218.7,178.9,197.8,41.9148,-87.6273,2008-07-11,00:00:00
5341,97499.0,2011-08-31 00:00:00,Oak Street,56.3,57.1,56.7,41.9032,-87.6235,2011-08-31,00:00:00
5342,96641.0,2011-07-19 00:00:00,Oakwood,23.8,16.9,20.1,41.8211,-87.5976,2011-07-19,00:00:00
5343,105765.0,2012-06-13 00:00:00,Calumet,83.3,65.0,73.6,41.7142,-87.5299,2012-06-13,00:00:00
5345,97036.0,2011-08-26 00:00:00,Juneway,13.1,7.2,9.7,42.0224,-87.6674,2011-08-26,00:00:00
5346,112175.0,2012-05-24 00:00:00,Rainbow,11.0,14.5,12.6,41.758,-87.551,2012-05-24,00:00:00
5347,96219.0,2011-08-10 00:00:00,Rainbow,344.8,1046.2,600.6,41.758,-87.551,2011-08-10,00:00:00
5349,88383.0,2010-07-22 00:00:00,Rainbow,7.4,10.7,8.9,41.758,-87.551,2010-07-22,00:00:00
5351,100138.0,2008-07-16 00:00:00,South Shore,17.1,6.3,10.4,41.7689,-87.5636,2008-07-16,00:00:00
5353,103201.0,2006-05-31 00:00:00,Howard,4.1,5.2,4.6,42.0188,-87.6663,2006-05-31,00:00:00
5354,109962.0,2014-08-05 00:00:00,Rainbow,45.0,35.0,39.7,41.758,-87.551,2014-08-05,00:00:00
5355,92646.0,2009-06-01 00:00:00,South Shore,35.6,33.1,34.3,41.7689,-87.5636,2009-06-01,00:00:00
5356,88609.0,2010-08-02 00:00:00,12th Street,24.3,12.1,17.1,41.8638,-87.6083,2010-08-02,00:00:00
5357,87354.0,2015-06-23 00:00:00,Juneway,25.0,14.0,18.7,42.0224,-87.6674,2015-06-23,00:00:00
5359,107410.0,2012-07-21 00:00:00,Oakwood,24.6,25.9,25.2,41.8211,-87.5976,2012-07-21,00:00:00
5362,101978.0,2008-07-01 00:00:00,Foster,22.8,17.9,20.2,41.9785,-87.6515,2008-07-01,00:00:00
5363,113876.0,2016-08-17 10:15:00,Osterman,16.0,21.0,18.3,41.9877,-87.6545,2016-08-17,10:15:00
5364,108429.0,2015-09-02 00:00:00,Rogers,1.0,1.0,1.0,42.0213,-87.6666,2015-09-02,00:00:00
5365,89436.0,2011-05-26 00:00:00,Howard,866.4,727.0,793.6,42.0188,-87.6663,2011-05-26,00:00:00
5367,109070.0,2013-06-03 00:00:00,Ohio Street,104.0,133.0,117.6,41.8935,-87.6152,2013-06-03,00:00:00
5368,113244.0,2016-07-07 10:40:00,Juneway,5.0,1.0,2.2,42.0224,-87.6674,2016-07-07,10:40:00
5369,102919.0,2006-08-22 00:00:00,Lane,45.9,47.1,46.5,41.9877,-87.6545,2006-08-22,00:00:00
5370,101650.0,2007-08-27 00:00:00,63rd Street,43.2,95.9,64.4,41.7827,-87.5748,2007-08-27,00:00:00
5371,95879.0,2015-07-31 00:00:00,Ohio Street,9.0,178.0,40.0,41.8935,-87.6152,2015-07-31,00:00:00
5372,111767.0,2014-05-30 00:00:00,Osterman,6.0,4.0,4.9,41.9877,-87.6545,2014-05-30,00:00:00
5373,114103.0,2016-09-01 10:00:00,Leone,141.0,185.0,161.5,42.0131,-87.6635,2016-09-01,10:00:00
5374,109613.0,2015-06-22 00:00:00,South Shore,4.0,3.0,3.5,41.7689,-87.5636,2015-06-22,00:00:00
5375,98087.0,2006-08-15 00:00:00,Leone,11.0,18.7,14.3,42.0131,-87.6635,2006-08-15,00:00:00
5376,90729.0,2010-07-12 00:00:00,Rogers,4.1,7.3,5.5,42.0213,-87.6666,2010-07-12,00:00:00
5378,99168.0,2007-08-09 00:00:00,North Avenue,33.1,35.9,34.5,41.9148,-87.6273,2007-08-09,00:00:00
5379,110058.0,2012-07-12 00:00:00,Montrose,8.4,6.3,7.3,41.9655,-87.6385,2012-07-12,00:00:00
5381,104350.0,2006-08-01 00:00:00,Rogers,203.5,18.3,61.0,42.0213,-87.6666,2006-08-01,00:00:00
5382,88855.0,2010-07-06 00:00:00,12th Street,2.0,6.3,3.5,41.8638,-87.6083,2010-07-06,00:00:00
5383,98461.0,2007-06-20 00:00:00,57th Street,133.4,167.0,149.3,41.7911,-87.5797,2007-06-20,00:00:00
5385,103960.0,2007-07-04 00:00:00,Loyola,24.3,18.7,21.3,42.0131,-87.6635,2007-07-04,00:00:00
5388,108449.0,2015-09-03 00:00:00,Howard,1.0,1.0,1.0,42.0188,-87.6663,2015-09-03,00:00:00
5389,109010.0,2013-08-09 00:00:00,Osterman,40.0,32.0,35.8,41.9877,-87.6545,2013-08-09,00:00:00
5390,88679.0,2010-08-05 00:00:00,Howard,5.2,5.2,5.2,42.0188,-87.6663,2010-08-05,00:00:00
5391,107075.0,2013-08-02 00:00:00,Foster,28.0,21.0,24.2,41.9785,-87.6515,2013-08-02,00:00:00
5392,96919.0,2013-08-29 00:00:00,Montrose Dog,99.0,20.0,44.5,41.96869,-87.642617,2013-08-29,00:00:00
5393,102925.0,2006-08-22 00:00:00,Rogers,7.5,6.3,6.9,42.0213,-87.6666,2006-08-22,00:00:00
5395,112014.0,2011-09-01 00:00:00,Foster,25.9,45.5,34.3,41.9785,-87.6515,2011-09-01,00:00:00
5397,106717.0,2014-06-27 00:00:00,Rainbow,57.0,69.0,62.7,41.758,-87.551,2014-06-27,00:00:00
5398,90184.0,2011-06-24 00:00:00,Ohio Street,209.8,613.1,358.6,41.8935,-87.6152,2011-06-24,00:00:00
5399,100133.0,2008-07-15 00:00:00,Howard,16.1,23.1,19.3,42.0188,-87.6663,2008-07-15,00:00:00
5402,112575.0,2012-08-06 00:00:00,Calumet,48.8,31.8,39.4,41.7142,-87.5299,2012-08-06,00:00:00
5403,101766.0,2008-08-12 00:00:00,Foster,47.3,30.5,38.0,41.9785,-87.6515,2008-08-12,00:00:00
5404,89728.0,2010-08-16 00:00:00,Rogers,24.3,7.4,13.4,42.0213,-87.6666,2010-08-16,00:00:00
5405,92840.0,2015-06-30 00:00:00,12th Street,1.0,3.0,1.7,41.8638,-87.6083,2015-06-30,00:00:00
5408,96199.0,2011-08-09 00:00:00,63rd Street,42.6,15.5,25.7,41.7827,-87.5748,2011-08-09,00:00:00
5409,112464.0,2013-07-17 00:00:00,Juneway,1.0,1.0,1.0,42.0224,-87.6674,2013-07-17,00:00:00
5410,112616.0,2012-08-07 00:00:00,Leone,10.9,24.1,16.2,42.0131,-87.6635,2012-08-07,00:00:00
5411,88750.0,2010-07-01 00:00:00,South Shore,63.1,33.1,45.7,41.7689,-87.5636,2010-07-01,00:00:00
5412,110945.0,2014-06-18 00:00:00,Howard,4.0,4.0,4.0,42.0188,-87.6663,2014-06-18,00:00:00
5413,110923.0,2014-06-17 00:00:00,Howard,40.0,51.0,45.2,42.0188,-87.6663,2014-06-17,00:00:00
5414,91070.0,2009-07-18 00:00:00,63rd Street,290.9,290.9,290.9,41.7827,-87.5748,2009-07-18,00:00:00
5416,92585.0,2009-05-29 00:00:00,North Avenue,1.0,3.0,1.7,41.9148,-87.6273,2009-05-29,00:00:00
5417,101505.0,2008-06-30 00:00:00,12th Street,72.3,62.0,67.0,41.8638,-87.6083,2008-06-30,00:00:00
5418,95112.0,2015-06-01 00:00:00,57th Street,138.0,120.0,128.7,41.7911,-87.5797,2015-06-01,00:00:00
5419,103950.0,2007-07-04 00:00:00,Oak Street,85.7,114.5,99.1,41.9032,-87.6235,2007-07-04,00:00:00
5420,101946.0,2009-06-05 00:00:00,North Avenue,1.0,1.0,1.0,41.9148,-87.6273,2009-06-05,00:00:00
5421,111213.0,2013-06-24 00:00:00,Osterman,1.0,2.0,1.4,41.9877,-87.6545,2013-06-24,00:00:00
5424,103253.0,2006-07-27 00:00:00,Rainbow,98.7,123.6,110.5,41.758,-87.551,2006-07-27,00:00:00
5425,92036.0,2009-08-24 00:00:00,Calumet,145.5,73.8,103.6,41.7142,-87.5299,2009-08-24,00:00:00
5426,90806.0,2010-08-30 00:00:00,Rogers,1.0,1.0,1.0,42.0213,-87.6666,2010-08-30,00:00:00
5428,92423.0,2009-05-22 00:00:00,Ohio Street,12.0,15.6,13.7,41.8935,-87.6152,2009-05-22,00:00:00
5429,112518.0,2012-08-03 00:00:00,North Avenue,67.7,45.5,55.5,41.9148,-87.6273,2012-08-03,00:00:00
5430,98813.0,2007-07-25 00:00:00,Calumet,613.3,55.7,184.8,41.7142,-87.5299,2007-07-25,00:00:00
5431,91056.0,2009-07-17 00:00:00,Foster,770.1,1119.9,928.7,41.9785,-87.6515,2009-07-17,00:00:00
5432,100756.0,2008-06-17 00:00:00,Calumet,19.3,16.8,18.0,41.7142,-87.5299,2008-06-17,00:00:00
5434,113843.0,2016-08-16 08:32:00,57th Street,47.0,50.0,48.5,41.7911,-87.5797,2016-08-16,08:32:00
5435,110878.0,2012-05-31 00:00:00,Calumet,123.6,127.4,125.5,41.7142,-87.5299,2012-05-31,00:00:00
5436,113691.0,2016-08-05 08:35:00,Montrose,411.0,1733.0,844.0,41.9655,-87.6385,2016-08-05,08:35:00
5438,95043.0,2015-05-29 00:00:00,Rainbow,4.0,4.0,4.0,41.758,-87.551,2015-05-29,00:00:00
5439,103928.0,2007-05-29 00:00:00,Montrose,42.2,85.5,60.1,41.9655,-87.6385,2007-05-29,00:00:00
5440,88323.0,2010-07-19 00:00:00,Rainbow,770.1,686.7,727.2,41.758,-87.551,2010-07-19,00:00:00
5442,111403.0,2012-08-17 00:00:00,Oak Street,28.8,34.1,31.3,41.9032,-87.6235,2012-08-17,00:00:00
5443,108088.0,2015-06-12 00:00:00,Leone,16.1,26.9,20.8,42.0131,-87.6635,2015-06-12,00:00:00
5444,97096.0,2012-07-26 00:00:00,Ohio Street,41.4,48.8,44.9,41.8935,-87.6152,2012-07-26,00:00:00
5445,113291.0,2016-07-12 09:00:00,Calumet,9.0,6.0,7.3,41.7142,-87.5299,2016-07-12,09:00:00
5447,109651.0,2014-06-30 00:00:00,South Shore,2.0,1.0,1.4,41.7689,-87.5636,2014-06-30,00:00:00
5448,95454.0,2014-07-15 00:00:00,Oak Street,59.0,51.0,54.9,41.9032,-87.6235,2014-07-15,00:00:00
5449,113269.0,2016-07-10 09:25:00,Montrose,37.0,46.0,41.3,41.9655,-87.6385,2016-07-10,09:25:00
5450,96838.0,2013-08-26 00:00:00,Calumet,20.0,45.0,30.0,41.7142,-87.5299,2013-08-26,00:00:00
5451,92717.0,2014-08-08 00:00:00,Montrose Dog,125.0,131.0,128.0,41.96869,-87.642617,2014-08-08,00:00:00
5452,97904.0,2006-07-07 00:00:00,63rd Street,2419.6,1986.3,2192.3,41.7827,-87.5748,2006-07-07,00:00:00
5455,88491.0,2010-07-27 00:00:00,Oak Street,28.2,42.0,34.4,41.9032,-87.6235,2010-07-27,00:00:00
5456,108224.0,2014-05-21 00:00:00,North Avenue,1.0,2.0,1.4,41.9148,-87.6273,2014-05-21,00:00:00
5457,91167.0,2009-07-22 00:00:00,Oak Street,70.3,49.6,59.0,41.9032,-87.6235,2009-07-22,00:00:00
5459,103783.0,2006-06-20 00:00:00,Howard,43.5,51.2,47.2,42.0188,-87.6663,2006-06-20,00:00:00
5460,93975.0,2015-07-23 00:00:00,Howard,9.0,12.0,10.4,42.0188,-87.6663,2015-07-23,00:00:00
5462,103566.0,2007-07-02 00:00:00,Juneway,42.6,35.0,38.6,42.0224,-87.6674,2007-07-02,00:00:00
5463,107939.0,2013-08-09 00:00:00,57th Street,19.0,12.0,15.1,41.7911,-87.5797,2013-08-09,00:00:00
5465,109077.0,2013-06-03 00:00:00,Osterman,5.0,7.0,5.9,41.9877,-87.6545,2013-06-03,00:00:00
5467,109126.0,2013-06-05 00:00:00,Rogers,18.0,12.0,14.7,42.0213,-87.6666,2013-06-05,00:00:00
5468,113705.0,2016-08-08 07:07:00,Calumet,82.0,173.0,119.1,41.7142,-87.5299,2016-08-08,07:07:00
5469,99156.0,2007-08-08 00:00:00,Rogers,24.3,53.7,36.1,42.0213,-87.6666,2007-08-08,00:00:00
5471,112961.0,2016-06-17 09:50:00,Foster,59.0,89.0,72.5,41.9785,-87.6515,2016-06-17,09:50:00
5475,90965.0,2009-07-13 00:00:00,Osterman,40.8,50.4,45.3,41.9877,-87.6545,2009-07-13,00:00:00
5477,113611.0,2016-08-01 09:50:00,Fargo,4.0,8.0,5.7,42.0161,-87.6647,2016-08-01,09:50:00
5478,107397.0,2012-07-20 00:00:00,Foster,198.9,135.4,164.1,41.9785,-87.6515,2012-07-20,00:00:00
5479,111373.0,2012-08-21 00:00:00,57th Street,32.3,191.8,78.7,41.7911,-87.5797,2012-08-21,00:00:00
5480,108875.0,2014-07-30 00:00:00,63rd Street,51.0,74.0,61.4,41.7827,-87.5748,2014-07-30,00:00:00
5481,101789.0,2008-08-13 00:00:00,Osterman,46.5,48.1,47.3,41.9877,-87.6545,2008-08-13,00:00:00
5482,111383.0,2012-08-21 00:00:00,Foster,155.3,195.6,174.3,41.9785,-87.6515,2012-08-21,00:00:00
5483,110985.0,2014-06-20 00:00:00,Osterman,46.0,50.0,48.0,41.9877,-87.6545,2014-06-20,00:00:00
5485,111769.0,2014-05-30 00:00:00,Leone,2.0,1.0,1.4,42.0131,-87.6635,2014-05-30,00:00:00
5487,100754.0,2008-06-16 00:00:00,Rogers,2.0,2.0,2.0,42.0213,-87.6666,2008-06-16,00:00:00
5488,96057.0,2011-08-02 00:00:00,Osterman,17.3,4.1,8.4,41.9877,-87.6545,2011-08-02,00:00:00
5489,87477.0,2010-06-15 00:00:00,South Shore,34.5,37.9,36.2,41.7689,-87.5636,2010-06-15,00:00:00
5491,103831.0,2006-08-30 00:00:00,Osterman,98.7,73.3,85.1,41.9877,-87.6545,2006-08-30,00:00:00
5493,92542.0,2009-05-27 00:00:00,Osterman,8.5,3.1,5.1,41.9877,-87.6545,2009-05-27,00:00:00
5495,87617.0,2010-06-22 00:00:00,South Shore,461.1,313.0,379.9,41.7689,-87.5636,2010-06-22,00:00:00
5498,105661.0,2012-08-23 00:00:00,Oak Street,4.1,3.1,3.6,41.9032,-87.6235,2012-08-23,00:00:00
5500,104953.0,2013-06-18 00:00:00,Montrose,299.0,260.0,278.8,41.9655,-87.6385,2013-06-18,00:00:00
5501,106114.0,2013-07-24 00:00:00,Oakwood,184.0,137.0,158.8,41.8211,-87.5976,2013-07-24,00:00:00
5502,107903.0,2013-08-07 00:00:00,Osterman,7.0,3.0,4.6,41.9877,-87.6545,2013-08-07,00:00:00
5503,95772.0,2015-09-01 00:00:00,North Avenue,9.0,7.0,7.9,41.9148,-87.6273,2015-09-01,00:00:00
5504,100823.0,2008-06-20 00:00:00,Rainbow,14.6,7.5,10.5,41.758,-87.551,2008-06-20,00:00:00
5505,108594.0,2012-07-05 00:00:00,North Avenue,9.7,9.8,9.7,41.9148,-87.6273,2012-07-05,00:00:00
5506,106488.0,2012-06-22 00:00:00,Montrose Dog,93.3,86.5,89.8,41.96869,-87.642617,2012-06-22,00:00:00
5507,90775.0,2010-07-15 00:00:00,57th Street,727.0,920.8,818.2,41.7911,-87.5797,2010-07-15,00:00:00
5508,111990.0,2012-08-31 00:00:00,Oakwood,7.4,143.9,32.6,41.8211,-87.5976,2012-08-31,00:00:00
5509,91023.0,2009-07-16 00:00:00,South Shore,86.0,16.0,37.1,41.7689,-87.5636,2009-07-16,00:00:00
5510,97678.0,2011-07-29 00:00:00,North Avenue,290.9,222.4,254.4,41.9148,-87.6273,2011-07-29,00:00:00
5511,92441.0,2009-05-23 00:00:00,57th Street,1.0,15.8,4.0,41.7911,-87.5797,2009-05-23,00:00:00
5512,104421.0,2007-05-30 00:00:00,South Shore,9.7,13.2,11.3,41.7689,-87.5636,2007-05-30,00:00:00
5513,108862.0,2014-07-29 00:00:00,Montrose Dog,133.0,84.0,105.7,41.96869,-87.642617,2014-07-29,00:00:00
5514,108265.0,2014-05-23 00:00:00,Ohio Street,192.0,461.0,297.5,41.8935,-87.6152,2014-05-23,00:00:00
5515,92945.0,2014-08-12 00:00:00,Howard,102.0,121.0,111.1,42.0188,-87.6663,2014-08-12,00:00:00
5516,96350.0,2011-08-16 00:00:00,Calumet,38.4,12.1,21.6,41.7142,-87.5299,2011-08-16,00:00:00
5517,98433.0,2007-06-18 00:00:00,Juneway,4.1,5.2,4.6,42.0224,-87.6674,2007-06-18,00:00:00
5518,91310.0,2009-07-28 00:00:00,Osterman,152.9,126.7,139.2,41.9877,-87.6545,2009-07-28,00:00:00
5519,108278.0,2014-05-24 00:00:00,Calumet,980.0,205.0,448.2,41.7142,-87.5299,2014-05-24,00:00:00
5520,108980.0,2013-05-24 00:00:00,Rogers,128.1,122.3,125.2,42.0213,-87.6666,2013-05-24,00:00:00
5521,102187.0,2008-08-21 00:00:00,Ohio Street,325.5,547.5,422.2,41.8935,-87.6152,2008-08-21,00:00:00
5523,95662.0,2015-06-11 00:00:00,57th Street,54.0,39.0,45.9,41.7911,-87.5797,2015-06-11,00:00:00
5526,96902.0,2013-08-28 00:00:00,Howard,25.0,24.0,24.5,42.0188,-87.6663,2013-08-28,00:00:00
5527,104192.0,2006-06-23 00:00:00,57th Street,143.9,209.8,173.8,41.7911,-87.5797,2006-06-23,00:00:00
5528,96996.0,2011-08-25 00:00:00,63rd Street,133.4,137.4,135.4,41.7827,-87.5748,2011-08-25,00:00:00
5529,94375.0,2015-09-18 00:00:00,63rd Street,1986.0,1300.0,1606.8,41.7827,-87.5748,2015-09-18,00:00:00
5530,87418.0,2015-06-27 00:00:00,Calumet,866.0,1203.0,1020.7,41.7142,-87.5299,2015-06-27,00:00:00
5532,107212.0,2014-06-04 00:00:00,Montrose,154.0,69.0,103.1,41.9655,-87.6385,2014-06-04,00:00:00
5533,88657.0,2010-08-04 00:00:00,Leone,72.3,90.9,81.1,42.0131,-87.6635,2010-08-04,00:00:00
5534,92678.0,2014-08-06 00:00:00,Leone,109.0,104.0,106.5,42.0131,-87.6635,2014-08-06,00:00:00
5535,91158.0,2009-07-21 00:00:00,Juneway,9.8,10.8,10.3,42.0224,-87.6674,2009-07-21,00:00:00
5536,98995.0,2007-08-01 00:00:00,Rogers,12.1,8.6,10.2,42.0213,-87.6666,2007-08-01,00:00:00
5537,92661.0,2014-08-06 00:00:00,Calumet,387.0,461.0,422.4,41.7142,-87.5299,2014-08-06,00:00:00
5540,90418.0,2011-07-05 00:00:00,Calumet,45.7,17.3,28.1,41.7142,-87.5299,2011-07-05,00:00:00
5544,98285.0,2006-07-20 00:00:00,Juneway,54.6,45.5,49.8,42.0224,-87.6674,2006-07-20,00:00:00
5545,114044.0,2016-08-30 10:05:00,South Shore,2420.0,32.0,278.3,41.7689,-87.5636,2016-08-30,10:05:00
5546,95468.0,2014-07-16 00:00:00,Rainbow,31.0,43.0,36.5,41.758,-87.551,2014-07-16,00:00:00
5548,99573.0,2007-08-31 00:00:00,Osterman,88.4,76.3,82.1,41.9877,-87.6545,2007-08-31,00:00:00
5549,112644.0,2016-05-27 05:40:00,Calumet,115.0,6.0,26.3,41.7142,-87.5299,2016-05-27,05:40:00
5550,99207.0,2007-08-11 00:00:00,63rd Street,1732.9,1046.2,1346.5,41.7827,-87.5748,2007-08-11,00:00:00
