,DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Latitude,Longitude,Sample Date,Sample Time
10322,3668.0,2017-07-03 00:00:00,12th Street,108.0,57.0,78.5,41.8638,-87.6083,2017-07-03,00:00:00
10324,9110.0,2018-08-08 12:36:00,Hartigan (Albion),1621.0,1308.0,1456.1,42.0027,-87.6564,2018-08-08,12:36:00
10325,9568.0,2018-08-19 00:00:00,12th Street,800.0,745.0,772.0,41.8638,-87.6083,2018-08-19,00:00:00
10326,2652.0,2017-06-06 12:07:00,Howard,231.0,381.0,296.7,42.0188,-87.6663,2017-06-06,12:07:00
10330,9533.0,2018-08-18 00:00:00,Marion Mahony Griffin (Jarvis),1127.0,872.0,991.3,42.0161,-87.6647,2018-08-18,00:00:00
10333,3060.0,2017-06-19 00:00:00,Hartigan (Albion),203.0,13.0,51.4,42.0027,-87.6564,2017-06-19,00:00:00
10338,3804.0,2017-07-09 00:00:00,Rogers,247.0,442.0,330.4,42.0213,-87.6666,2017-07-09,00:00:00
10340,6686.0,2018-06-14 11:47:00,57th Street,54.0,31.0,40.9,41.7911,-87.5797,2018-06-14,11:47:00
10343,5157.0,2017-08-17 00:00:00,12th Street,95.0,56.0,72.9,41.8638,-87.6083,2017-08-17,00:00:00
10346,9065.0,2018-08-07 00:00:00,Howard,139.0,225.0,176.8,42.0188,-87.6663,2018-08-07,00:00:00
10347,8642.0,2018-07-30 00:00:00,Leone,90.0,87.0,88.5,42.0131,-87.6635,2018-07-30,00:00:00
10351,563.0,2016-06-01 12:50:00,Rainbow,1691.0,1181.0,1413.2,41.758,-87.551,2016-06-01,12:50:00
10354,1073.0,2016-07-02 13:06:00,12th Street,132.0,33.0,66.0,41.8638,-87.6083,2016-07-02,13:06:00
10362,2249.0,2016-09-03 12:52:00,12th Street,71.0,10.0,26.6,41.8638,-87.6083,2016-09-03,12:52:00
10363,9205.0,2018-08-10 00:00:00,Calumet,87.0,203.0,132.9,41.7142,-87.5299,2018-08-10,00:00:00
10366,6505.0,2018-06-11 00:00:00,Rainbow,225.0,238.0,231.4,41.758,-87.551,2018-06-11,00:00:00
10368,7265.0,2018-06-27 00:00:00,Rainbow,135.0,217.0,171.2,41.758,-87.551,2018-06-27,00:00:00
10378,2607.0,2017-06-05 12:10:00,Humboldt,818.0,1126.0,959.7,41.90643,-87.703717,2017-06-05,12:10:00
10379,1686.0,2016-08-10 12:47:00,Rainbow,5.0,46.0,15.2,41.758,-87.551,2016-08-10,12:47:00
10388,3567.0,2017-06-30 00:00:00,Montrose,143.0,42.0,77.5,41.9655,-87.6385,2017-06-30,00:00:00
10391,9974.0,2018-08-28 00:00:00,Howard,2614.0,2767.0,2689.4,42.0188,-87.6663,2018-08-28,00:00:00
10393,3612.0,2017-07-02 00:00:00,Hartigan (Albion),97.0,23.0,47.2,42.0027,-87.6564,2017-07-02,00:00:00
10396,8494.0,2018-07-25 12:26:00,Humboldt,9.0,9.0,9.0,41.90643,-87.703717,2018-07-25,12:26:00
10400,8100.0,2018-07-16 00:00:00,Leone,216.0,15.0,56.9,42.0131,-87.6635,2018-07-16,00:00:00
10406,3034.0,2017-06-18 00:00:00,Howard,38.0,9.0,18.5,42.0188,-87.6663,2017-06-18,00:00:00
10408,3129.0,2017-06-21 00:00:00,Marion Mahony Griffin (Jarvis),619.0,278.0,414.8,42.0161,-87.6647,2017-06-21,00:00:00
10417,6571.0,2018-06-12 12:10:00,Oak Street,166.0,208.0,185.8,41.9032,-87.6235,2018-06-12,12:10:00
10423,171.0,2015-06-12 00:00:00,Montrose,90.4,74.7,82.0,41.9655,-87.6385,2015-06-12,00:00:00
10430,5549.0,2017-08-26 00:00:00,Foster,211.0,200.0,205.4,41.9785,-87.6515,2017-08-26,00:00:00
10436,2089.0,2016-08-25 13:02:00,12th Street,178.0,291.0,227.6,41.8638,-87.6083,2016-08-25,13:02:00
10444,9172.0,2018-08-09 00:00:00,Hartigan (Albion),307.0,287.0,296.8,42.0027,-87.6564,2018-08-09,00:00:00
10447,5749.0,2017-08-31 00:00:00,Humboldt,1968.0,436.0,926.3,41.90643,-87.703717,2017-08-31,00:00:00
10449,2685.0,2017-06-07 00:00:00,57th Street,161.0,146.0,153.3,41.7911,-87.5797,2017-06-07,00:00:00
10452,1085.0,2016-07-06 12:28:00,Calumet,154.0,327.0,224.4,41.7142,-87.5299,2016-07-06,12:28:00
10458,9769.0,2018-08-23 00:00:00,Humboldt,5.0,82.0,20.2,41.90643,-87.703717,2018-08-23,00:00:00
10464,3056.0,2017-06-19 00:00:00,North Avenue,107.0,474.0,225.2,41.9148,-87.6273,2017-06-19,00:00:00
10466,784.0,2016-06-16 12:03:00,Rainbow,43.0,90.0,62.2,41.758,-87.551,2016-06-16,12:03:00
10470,3886.0,2017-07-10 00:00:00,North Avenue,102.0,59.0,77.6,41.9148,-87.6273,2017-07-10,00:00:00
10471,3929.0,2017-07-12 00:00:00,South Shore,851.0,396.0,580.5,41.7689,-87.5636,2017-07-12,00:00:00
10473,1548.0,2016-07-30 13:01:00,South Shore,161.0,254.0,202.2,41.7689,-87.5636,2016-07-30,13:01:00
10477,6508.0,2018-06-11 00:00:00,Ohio Street,46.0,40.0,42.9,41.8935,-87.6152,2018-06-11,00:00:00
10482,3821.0,2017-07-09 00:00:00,Leone,458.0,175.0,283.1,42.0131,-87.6635,2017-07-09,00:00:00
10484,6279.0,2018-06-05 11:43:00,Osterman,23.0,135.0,55.7,41.9877,-87.6545,2018-06-05,11:43:00
10485,9033.0,2018-08-07 00:00:00,Leone,528.0,96.0,225.1,42.0131,-87.6635,2018-08-07,00:00:00
10494,8511.0,2018-07-26 11:30:00,Montrose,183.0,1141.0,456.9,41.9655,-87.6385,2018-07-26,11:30:00
10499,3426.0,2017-06-27 00:00:00,Osterman,5.0,149.0,27.3,41.9877,-87.6545,2017-06-27,00:00:00
10501,7973.0,2018-07-13 00:00:00,Osterman,1183.0,861.0,1009.2,41.9877,-87.6545,2018-07-13,00:00:00
10504,9893.0,2018-08-25 11:51:00,Leone,786.0,594.0,683.3,42.0131,-87.6635,2018-08-25,11:51:00
10505,235.0,2015-08-06 00:00:00,63rd Street,33.2,72.7,49.0,41.7827,-87.5748,2015-08-06,00:00:00
10506,4047.0,2017-07-13 00:00:00,South Shore,165.0,26.0,65.5,41.7689,-87.5636,2017-07-13,00:00:00
10507,4747.0,2017-08-04 00:00:00,Margaret T Burroughs (31st),80.0,183.0,121.0,41.8393,-87.6072,2017-08-04,00:00:00
10509,2414.0,2017-05-31 00:00:00,63rd Street,234.0,206.0,219.6,41.7827,-87.5748,2017-05-31,00:00:00
10514,621.0,2016-06-03 11:38:00,Calumet,59.0,167.0,99.3,41.7142,-87.5299,2016-06-03,11:38:00
10515,2951.0,2017-06-16 00:00:00,Margaret T Burroughs (31st),3.0,159.0,21.8,41.8393,-87.6072,2017-06-16,00:00:00
10516,6109.0,2018-05-30 12:01:00,Hartigan (Albion),128.0,962.0,350.9,42.0027,-87.6564,2018-05-30,12:01:00
10519,6467.0,2018-06-10 00:00:00,South Shore,2257.0,6376.0,3793.5,41.7689,-87.5636,2018-06-10,00:00:00
10520,3627.0,2017-07-02 00:00:00,Oakwood,265.0,85.0,150.1,41.8211,-87.5976,2017-07-02,00:00:00
10521,5428.0,2017-08-23 00:00:00,Margaret T Burroughs (31st),167.0,2489.0,644.7,41.8393,-87.6072,2017-08-23,00:00:00
10522,5446.0,2017-08-23 00:00:00,63rd Street,220.0,650.0,378.2,41.7827,-87.5748,2017-08-23,00:00:00
10524,6574.0,2018-06-12 12:10:00,Montrose,283.0,119.0,183.5,41.9655,-87.6385,2018-06-12,12:10:00
10531,8147.0,2018-07-17 11:31:00,57th Street,2870.0,4760.0,3696.1,41.7911,-87.5797,2018-07-17,11:31:00
10532,2147.0,2016-08-28 12:28:00,Rainbow,22.0,10.0,14.8,41.758,-87.551,2016-08-28,12:28:00
10533,3586.0,2017-07-01 00:00:00,Rainbow,156.0,463.0,268.8,41.758,-87.551,2017-07-01,00:00:00
10543,2829.0,2017-06-12 00:00:00,57th Street,31.0,551.0,130.7,41.7911,-87.5797,2017-06-12,00:00:00
10549,8268.0,2018-07-21 00:00:00,63rd Street,1848.0,3296.0,2468.0,41.7827,-87.5748,2018-07-21,00:00:00
10551,1503.0,2016-07-28 13:59:00,Rainbow,118.0,54.0,79.8,41.758,-87.551,2016-07-28,13:59:00
10554,8391.0,2018-07-23 00:00:00,Montrose,56.0,85.0,69.0,41.9655,-87.6385,2018-07-23,00:00:00
10556,211.0,2015-08-27 00:00:00,Rainbow,53.6,17.3,30.0,41.758,-87.551,2015-08-27,00:00:00
10559,6671.0,2018-06-14 11:47:00,North Avenue,334.0,292.0,312.3,41.9148,-87.6273,2018-06-14,11:47:00
10562,3752.0,2017-07-06 00:00:00,Oak Street,32.0,251.0,89.6,41.9032,-87.6235,2017-07-06,00:00:00
10565,5049.0,2017-08-12 00:00:00,Ohio Street,550.0,77.0,205.8,41.8935,-87.6152,2017-08-12,00:00:00
10567,6861.0,2018-06-18 00:00:00,Rogers,4.0,12.0,6.9,42.0213,-87.6666,2018-06-18,00:00:00
10568,5054.0,2017-08-12 00:00:00,Howard,141.0,203.0,169.2,42.0188,-87.6663,2017-08-12,00:00:00
10569,6687.0,2018-06-14 11:47:00,Margaret T Burroughs (31st),143.0,69.0,99.3,41.8393,-87.6072,2018-06-14,11:47:00
10572,8958.0,2018-08-05 00:00:00,Foster,171.0,90.0,124.1,41.9785,-87.6515,2018-08-05,00:00:00
10579,7111.0,2018-06-23 11:50:00,Montrose,1664.0,601.0,1000.0,41.9655,-87.6385,2018-06-23,11:50:00
10581,1627.0,2016-08-06 12:42:00,63rd Street,93.0,87.0,89.9,41.7827,-87.5748,2016-08-06,12:42:00
10585,4312.0,2017-07-21 00:00:00,Oakwood,47.0,46.0,46.5,41.8211,-87.5976,2017-07-21,00:00:00
10587,6227.0,2018-06-02 00:00:00,57th Street,369.0,289.0,326.6,41.7911,-87.5797,2018-06-02,00:00:00
10588,2389.0,2017-05-31 00:00:00,57th Street,20.0,169.0,58.1,41.7911,-87.5797,2017-05-31,00:00:00
10592,788.0,2016-06-17 11:46:00,Rainbow,557.0,666.0,609.1,41.758,-87.551,2016-06-17,11:46:00
10598,10233.0,2018-09-02 11:55:00,Leone,1165.0,1215.0,1189.7,42.0131,-87.6635,2018-09-02,11:55:00
10601,2475.0,2017-06-02 00:00:00,Foster,70.0,10.0,26.5,41.9785,-87.6515,2017-06-02,00:00:00
10610,9051.0,2018-08-07 00:00:00,Foster,120.0,139.0,129.2,41.9785,-87.6515,2018-08-07,00:00:00
10617,5997.0,2018-05-27 13:49:00,Humboldt,3147.0,3544.0,3339.6,41.90643,-87.703717,2018-05-27,13:49:00
10618,9948.0,2018-08-27 11:29:00,63rd Street,5687.0,6143.0,5910.6,41.7827,-87.5748,2018-08-27,11:29:00
10626,9908.0,2018-08-25 11:51:00,12th Street,19.0,15.0,16.9,41.8638,-87.6083,2018-08-25,11:51:00
10627,10158.0,2018-09-01 00:00:00,Margaret T Burroughs (31st),18.0,5.0,9.5,41.8393,-87.6072,2018-09-01,00:00:00
10631,3428.0,2017-06-27 00:00:00,Howard,213.0,87.0,136.1,42.0188,-87.6663,2017-06-27,00:00:00
10635,5387.0,2017-08-22 00:00:00,57th Street,137.0,114.0,125.0,41.7911,-87.5797,2017-08-22,00:00:00
10638,2497.0,2017-06-04 00:00:00,Rogers,62.0,54.0,57.9,42.0213,-87.6666,2017-06-04,00:00:00
10645,10229.0,2018-09-02 11:52:00,Ohio Street,120.0,48.0,75.9,41.8935,-87.6152,2018-09-02,11:52:00
10647,2731.0,2017-06-09 00:00:00,Ohio Street,133.0,48.0,79.9,41.8935,-87.6152,2017-06-09,00:00:00
10649,27.0,2015-08-07 00:00:00,Rainbow,1038.9,152.1,398.0,41.758,-87.551,2015-08-07,00:00:00
10653,2529.0,2017-06-04 12:10:00,Calumet,54.0,13.0,26.5,41.7142,-87.5299,2017-06-04,12:10:00
10658,8547.0,2018-07-27 00:00:00,57th Street,15.0,49.0,27.1,41.7911,-87.5797,2018-07-27,00:00:00
10664,6729.0,2018-06-15 00:00:00,Ohio Street,344.0,354.0,349.0,41.8935,-87.6152,2018-06-15,00:00:00
10666,3246.0,2017-06-24 00:00:00,63rd Street,457.0,231.0,324.9,41.7827,-87.5748,2017-06-24,00:00:00
10668,5051.0,2017-08-12 00:00:00,Montrose,25.0,13.0,18.0,41.9655,-87.6385,2017-08-12,00:00:00
10672,195.0,2015-08-11 00:00:00,Montrose,68.9,158.1,104.0,41.9655,-87.6385,2015-08-11,00:00:00
10676,1482.0,2016-07-27 11:30:00,Ohio Street,50.0,20.0,31.6,41.8935,-87.6152,2016-07-27,11:30:00
10686,863.0,2016-06-19 12:29:00,Rainbow,15.0,18.0,16.4,41.758,-87.551,2016-06-19,12:29:00
10692,9247.0,2018-08-11 00:00:00,Margaret T Burroughs (31st),159.0,202.0,179.2,41.8393,-87.6072,2018-08-11,00:00:00
10693,3109.0,2017-06-20 00:00:00,Foster,93.0,20.0,43.1,41.9785,-87.6515,2017-06-20,00:00:00
10696,5737.0,2017-09-02 00:00:00,12th Street,100.0,16.0,40.0,41.8638,-87.6083,2017-09-02,00:00:00
10700,7875.0,2018-07-11 00:00:00,Rogers,348.0,1185.0,642.2,42.0213,-87.6666,2018-07-11,00:00:00
10705,10545.0,2019-05-30 12:35:00,Rainbow,103.0,4.0,20.3,41.758,-87.551,2019-05-30,12:35:00
10708,4384.0,2017-07-23 00:00:00,Oak Street,48.0,33.0,39.8,41.9032,-87.6235,2017-07-23,00:00:00
10711,7696.0,2018-07-08 12:13:00,Howard,695.0,316.0,468.6,42.0188,-87.6663,2018-07-08,12:13:00
10715,7467.0,2018-07-02 00:00:00,Marion Mahony Griffin (Jarvis),3717.0,674.0,1582.8,42.0161,-87.6647,2018-07-02,00:00:00
10717,9601.0,2018-08-20 00:00:00,Foster,739.0,356.0,512.9,41.9785,-87.6515,2018-08-20,00:00:00
10722,9931.0,2018-08-26 00:00:00,Foster,186.0,229.0,206.4,41.9785,-87.6515,2018-08-26,00:00:00
10729,7227.0,2018-06-26 00:00:00,South Shore,151.0,53.0,89.5,41.7689,-87.5636,2018-06-26,00:00:00
10731,10512.0,2019-05-29 11:48:00,Howard,765.0,197.0,388.2,42.0188,-87.6663,2019-05-29,11:48:00
10735,2411.0,2017-05-30 00:00:00,Marion Mahony Griffin (Jarvis),37.0,12.0,21.1,42.0161,-87.6647,2017-05-30,00:00:00
10739,9626.0,2018-08-21 12:00:00,South Shore,118.0,123.0,120.5,41.7689,-87.5636,2018-08-21,12:00:00
10742,6182.0,2018-06-02 00:00:00,Rogers,761.0,703.0,731.4,42.0213,-87.6666,2018-06-02,00:00:00
10747,10249.0,2018-09-02 11:52:00,Oak Street,120.0,48.0,75.9,41.9032,-87.6235,2018-09-02,11:52:00
10757,2805.0,2017-06-11 00:00:00,Calumet,140.0,3.0,20.5,41.7142,-87.5299,2017-06-11,00:00:00
10765,16.0,2015-08-04 00:00:00,Montrose,2056.5,1214.3,1580.0,41.9655,-87.6385,2015-08-04,00:00:00
10768,5845.0,2017-09-01 00:00:00,Oak Street,168.0,305.0,226.4,41.9032,-87.6235,2017-09-01,00:00:00
10771,7148.0,2018-06-24 00:00:00,Foster,428.0,487.0,456.5,41.9785,-87.6515,2018-06-24,00:00:00
10773,3932.0,2017-07-12 00:00:00,Margaret T Burroughs (31st),1382.0,424.0,765.5,41.8393,-87.6072,2017-07-12,00:00:00
10780,3050.0,2017-06-19 00:00:00,Oakwood,278.0,287.0,282.5,41.8211,-87.5976,2017-06-19,00:00:00
10781,2455.0,2017-06-02 00:00:00,Margaret T Burroughs (31st),41.0,187.0,87.6,41.8393,-87.6072,2017-06-02,00:00:00
10783,2973.0,2017-06-17 00:00:00,Leone,91.0,23.0,45.7,42.0131,-87.6635,2017-06-17,00:00:00
10784,14.0,2015-08-20 00:00:00,63rd Street,2129.7,471.3,1002.0,41.7827,-87.5748,2015-08-20,00:00:00
10786,10105.0,2018-08-30 00:00:00,Rainbow,130.0,100.0,114.0,41.758,-87.551,2018-08-30,00:00:00
10789,4707.0,2017-08-02 00:00:00,Margaret T Burroughs (31st),329.0,193.0,252.0,41.8393,-87.6072,2017-08-02,00:00:00
10790,8210.0,2018-07-18 00:00:00,North Avenue,268.0,268.0,268.0,41.9148,-87.6273,2018-07-18,00:00:00
10794,4557.0,2017-07-29 00:00:00,Ohio Street,544.0,2389.0,1140.0,41.8935,-87.6152,2017-07-29,00:00:00
10795,3747.0,2017-07-06 00:00:00,South Shore,829.0,406.0,580.1,41.7689,-87.5636,2017-07-06,00:00:00
10800,207.0,2015-08-18 00:00:00,Calumet,57.2,31.8,43.0,41.7142,-87.5299,2015-08-18,00:00:00
10804,5279.0,2017-08-20 00:00:00,Rainbow,132.0,152.0,141.6,41.758,-87.551,2017-08-20,00:00:00
10805,9596.0,2018-08-20 00:00:00,63rd Street,200.0,179.0,189.2,41.7827,-87.5748,2018-08-20,00:00:00
10812,9217.0,2018-08-10 00:00:00,Montrose,548.0,144.0,280.9,41.9655,-87.6385,2018-08-10,00:00:00
10814,9216.0,2018-08-10 00:00:00,North Avenue,407.0,266.0,329.0,41.9148,-87.6273,2018-08-10,00:00:00
10815,1026.0,2016-06-30 11:53:00,Calumet,84.0,78.0,80.9,41.7142,-87.5299,2016-06-30,11:53:00
10819,1230.0,2016-07-16 12:19:00,Calumet,76.0,42.0,56.5,41.7142,-87.5299,2016-07-16,12:19:00
10820,4393.0,2017-07-23 00:00:00,Howard,73.0,12.0,29.6,42.0188,-87.6663,2017-07-23,00:00:00
10821,2086.0,2016-08-25 13:00:00,Montrose,94.0,100.0,97.0,41.9655,-87.6385,2016-08-25,13:00:00
10824,3842.0,2017-07-08 00:00:00,Hartigan (Albion),765.0,578.0,665.0,42.0027,-87.6564,2017-07-08,00:00:00
10829,139.0,2015-08-20 00:00:00,Montrose,152.2,40.8,79.0,41.9655,-87.6385,2015-08-20,00:00:00
10831,3685.0,2017-07-04 00:00:00,North Avenue,524.0,257.0,367.0,41.9148,-87.6273,2017-07-04,00:00:00
10835,3965.0,2017-07-11 00:00:00,57th Street,215.0,340.0,270.4,41.7911,-87.5797,2017-07-11,00:00:00
10837,2826.0,2017-06-12 00:00:00,Rainbow,61.0,16.0,31.2,41.758,-87.551,2017-06-12,00:00:00
10844,8346.0,2018-07-22 00:00:00,South Shore,267.0,437.0,341.6,41.7689,-87.5636,2018-07-22,00:00:00
10847,1238.0,2016-07-17 14:28:00,63rd Street,8.0,70.0,23.7,41.7827,-87.5748,2016-07-17,14:28:00
10853,3732.0,2017-07-05 00:00:00,Montrose,422.0,180.0,275.6,41.9655,-87.6385,2017-07-05,00:00:00
10859,90.0,2015-07-30 00:00:00,Calumet,276.0,35.9,100.0,41.7142,-87.5299,2015-07-30,00:00:00
10860,141.0,2015-07-10 00:00:00,Montrose,150.0,138.1,144.0,41.9655,-87.6385,2015-07-10,00:00:00
10861,10560.0,2019-06-01 11:57:00,South Shore,426.0,34.0,120.3,41.7689,-87.5636,2019-06-01,11:57:00
10862,3326.0,2017-06-26 00:00:00,63rd Street,900.0,202.0,426.4,41.7827,-87.5748,2017-06-26,00:00:00
10866,7205.0,2018-06-25 11:46:00,63rd Street,305.0,456.0,372.9,41.7827,-87.5748,2018-06-25,11:46:00
10875,8994.0,2018-08-06 00:00:00,Foster,603.0,938.0,752.1,41.9785,-87.6515,2018-08-06,00:00:00
10884,4276.0,2017-07-20 00:00:00,Calumet,2018.0,1073.0,1471.5,41.7142,-87.5299,2017-07-20,00:00:00
10895,7169.0,2018-06-25 11:49:00,Ohio Street,540.0,555.0,547.4,41.8935,-87.6152,2018-06-25,11:49:00
10900,4811.0,2017-08-05 00:00:00,Foster,1122.0,336.0,614.0,41.9785,-87.6515,2017-08-05,00:00:00
10902,6277.0,2018-06-05 11:43:00,Humboldt,8247.0,7177.0,7693.4,41.90643,-87.703717,2018-06-05,11:43:00
10905,37.0,2015-07-15 00:00:00,Rainbow,682.9,579.0,629.0,41.758,-87.551,2015-07-15,00:00:00
10908,5096.0,2017-08-14 00:00:00,Ohio Street,41.0,39.0,40.0,41.8935,-87.6152,2017-08-14,00:00:00
10909,8289.0,2018-07-20 11:54:00,Oak Street,16.0,19.0,17.4,41.9032,-87.6235,2018-07-20,11:54:00
10911,3291.0,2017-06-25 00:00:00,Foster,8.0,184.0,38.4,41.9785,-87.6515,2017-06-25,00:00:00
10914,607.0,2016-06-03 11:40:00,Rainbow,193.0,276.0,230.8,41.758,-87.551,2016-06-03,11:40:00
10916,5988.0,2018-05-26 12:49:00,Ohio Street,1538.0,5862.0,3002.6,41.8935,-87.6152,2018-05-26,12:49:00
10917,6173.0,2018-06-02 00:00:00,Rainbow,366.0,344.0,354.8,41.758,-87.551,2018-06-02,00:00:00
10918,5748.0,2017-08-31 00:00:00,Oak Street,236.0,15.0,59.5,41.9032,-87.6235,2017-08-31,00:00:00
10921,847.0,2016-06-19 12:29:00,Montrose,74.0,42.0,55.7,41.9655,-87.6385,2016-06-19,12:29:00
10923,4533.0,2017-07-28 00:00:00,Montrose,274.0,203.0,235.8,41.9655,-87.6385,2017-07-28,00:00:00
10924,4710.0,2017-08-02 00:00:00,Osterman,16.0,37.0,24.3,41.9877,-87.6545,2017-08-02,00:00:00
10930,2340.0,2017-05-29 12:17:00,Ohio Street,235.0,183.0,207.4,41.8935,-87.6152,2017-05-29,12:17:00
10931,1346.0,2016-07-21 11:51:00,South Shore,82.0,116.0,97.5,41.7689,-87.5636,2016-07-21,11:51:00
10937,3327.0,2017-06-26 00:00:00,Oakwood,161.0,257.0,203.4,41.8211,-87.5976,2017-06-26,00:00:00
10940,5732.0,2017-09-01 00:00:00,63rd Street,339.0,296.0,316.8,41.7827,-87.5748,2017-09-01,00:00:00
10941,4175.0,2017-07-16 00:00:00,Marion Mahony Griffin (Jarvis),540.0,1712.0,961.5,42.0161,-87.6647,2017-07-16,00:00:00
10947,9446.0,2018-08-16 00:00:00,63rd Street,574.0,346.0,445.7,41.7827,-87.5748,2018-08-16,00:00:00
10948,3515.0,2017-06-29 00:00:00,Foster,1930.0,314.0,778.5,41.9785,-87.6515,2017-06-29,00:00:00
10954,7969.0,2018-07-13 00:00:00,12th Street,307.0,172.0,229.8,41.8638,-87.6083,2018-07-13,00:00:00
10959,3032.0,2017-06-18 00:00:00,Leone,100.0,46.0,67.8,42.0131,-87.6635,2017-06-18,00:00:00
10962,8429.0,2018-07-24 00:00:00,Oakwood,152.0,89.0,116.3,41.8211,-87.5976,2018-07-24,00:00:00
10964,2839.0,2017-06-12 00:00:00,Hartigan (Albion),37.0,60.0,47.1,42.0027,-87.6564,2017-06-12,00:00:00
10967,5952.0,2018-05-25 12:07:00,Hartigan (Albion),18.0,219.0,62.8,42.0027,-87.6564,2018-05-25,12:07:00
10968,7526.0,2018-07-03 00:00:00,Oak Street,53.0,10.0,23.0,41.9032,-87.6235,2018-07-03,00:00:00
10973,8887.0,2018-08-03 00:00:00,57th Street,89.0,37.0,57.4,41.7911,-87.5797,2018-08-03,00:00:00
10979,9970.0,2018-08-28 00:00:00,Humboldt,950.0,824.0,884.8,41.90643,-87.703717,2018-08-28,00:00:00
10980,3208.0,2017-06-23 00:00:00,Ohio Street,97.0,90.0,93.4,41.8935,-87.6152,2017-06-23,00:00:00
10989,4549.0,2017-07-29 00:00:00,Calumet,520.0,491.0,505.3,41.7142,-87.5299,2017-07-29,00:00:00
10991,8279.0,2018-07-22 00:00:00,Oakwood,34.0,54.0,42.8,41.8211,-87.5976,2018-07-22,00:00:00
11002,10270.0,2018-09-03 00:00:00,North Avenue,178.0,36.0,80.0,41.9148,-87.6273,2018-09-03,00:00:00
11009,33.0,2015-08-12 00:00:00,South Shore,715.3,478.9,585.0,41.7689,-87.5636,2015-08-12,00:00:00
11011,8634.0,2018-07-29 11:49:00,Leone,86.0,100.0,92.7,42.0131,-87.6635,2018-07-29,11:49:00
11022,4468.0,2017-07-26 00:00:00,Leone,212.0,158.0,183.0,42.0131,-87.6635,2017-07-26,00:00:00
11030,3290.0,2017-06-25 00:00:00,North Avenue,80.0,41.0,57.3,41.9148,-87.6273,2017-06-25,00:00:00
11031,6526.0,2018-06-11 00:00:00,57th Street,72.0,72.0,72.0,41.7911,-87.5797,2018-06-11,00:00:00
11032,170.0,2015-08-21 00:00:00,Calumet,92.2,52.9,70.0,41.7142,-87.5299,2015-08-21,00:00:00
11033,4610.0,2017-07-30 00:00:00,Foster,27.0,92.0,49.8,41.9785,-87.6515,2017-07-30,00:00:00
11040,7131.0,2018-06-23 11:50:00,Foster,460.0,403.0,430.6,41.9785,-87.6515,2018-06-23,11:50:00
11041,5052.0,2017-08-12 00:00:00,Osterman,223.0,169.0,194.1,41.9877,-87.6545,2017-08-12,00:00:00
11042,3637.0,2017-07-04 00:00:00,Oakwood,1291.0,2534.0,1808.7,41.8211,-87.5976,2017-07-04,00:00:00
11043,4453.0,2017-07-26 00:00:00,63rd Street,148.0,301.0,211.1,41.7827,-87.5748,2017-07-26,00:00:00
11048,8275.0,2018-07-21 00:00:00,Marion Mahony Griffin (Jarvis),272.0,521.0,376.4,42.0161,-87.6647,2018-07-21,00:00:00
11052,4135.0,2017-07-14 00:00:00,Marion Mahony Griffin (Jarvis),105.0,181.0,137.9,42.0161,-87.6647,2017-07-14,00:00:00
11054,8705.0,2018-07-31 11:12:00,Calumet,561.0,448.0,501.3,41.7142,-87.5299,2018-07-31,11:12:00
11055,4899.0,2017-08-08 00:00:00,Leone,336.0,433.0,381.4,42.0131,-87.6635,2017-08-08,00:00:00
11056,7237.0,2018-06-26 00:00:00,Montrose,52.0,75.0,62.4,41.9655,-87.6385,2018-06-26,00:00:00
11057,7351.0,2018-06-29 00:00:00,Humboldt,7.0,18.0,11.2,41.90643,-87.703717,2018-06-29,00:00:00
11064,10433.0,2019-05-27 11:46:00,Leone,15.0,53.0,28.2,42.0131,-87.6635,2019-05-27,11:46:00
11068,6409.0,2018-06-08 00:00:00,57th Street,175.0,228.0,199.7,41.7911,-87.5797,2018-06-08,00:00:00
11080,2452.0,2017-06-02 00:00:00,Calumet,569.0,82.0,216.0,41.7142,-87.5299,2017-06-02,00:00:00
11086,9.0,2015-07-08 00:00:00,Calumet,3058.3,228.4,836.0,41.7142,-87.5299,2015-07-08,00:00:00
11087,10536.0,2019-05-31 12:45:00,Rainbow,41.0,215.0,93.9,41.758,-87.551,2019-05-31,12:45:00
11090,4646.0,2017-08-01 00:00:00,South Shore,128.0,85.0,104.3,41.7689,-87.5636,2017-08-01,00:00:00
11093,1033.0,2016-07-03 12:18:00,South Shore,142.0,358.0,225.5,41.7689,-87.5636,2016-07-03,12:18:00
11109,5088.0,2017-08-13 00:00:00,Hartigan (Albion),32.0,62.0,44.5,42.0027,-87.6564,2017-08-13,00:00:00
11112,1848.0,2016-08-14 13:08:00,South Shore,139.0,42.0,76.4,41.7689,-87.5636,2016-08-14,13:08:00
11113,61.0,2015-06-11 00:00:00,Montrose,485.3,211.8,321.0,41.9655,-87.6385,2015-06-11,00:00:00
11122,3064.0,2017-06-19 00:00:00,Rogers,167.0,991.0,406.8,42.0213,-87.6666,2017-06-19,00:00:00
11126,4174.0,2017-07-16 00:00:00,Osterman,109.0,199.0,147.3,41.9877,-87.6545,2017-07-16,00:00:00
11127,4628.0,2017-07-31 00:00:00,Oakwood,21.0,19.0,20.0,41.8211,-87.5976,2017-07-31,00:00:00
11130,5249.0,2017-08-18 00:00:00,Ohio Street,23.0,130.0,54.7,41.8935,-87.6152,2017-08-18,00:00:00
